360	0.000010	100000.000000
-10.000000	0.111111	5.000000
-10.000000	-0.000000	5.111111
-10.000000	-0.111111	5.000000
-10.000000	0.000000	4.888889
-10.000000	0.222222	5.000000
-10.000000	0.157135	5.157135
-10.000000	-0.000000	5.222222
-10.000000	-0.157135	5.157135
-10.000000	-0.222222	5.000000
-10.000000	-0.157135	4.842865
-10.000000	0.000000	4.777778
-10.000000	0.157135	4.842865
-10.000000	0.333333	5.000000
-10.000000	0.288675	5.166667
-10.000000	0.166667	5.288675
-10.000000	-0.000000	5.333333
-10.000000	-0.166667	5.288675
-10.000000	-0.288675	5.166667
-10.000000	-0.333333	5.000000
-10.000000	-0.288675	4.833333
-10.000000	-0.166667	4.711325
-10.000000	0.000000	4.666667
-10.000000	0.166667	4.711325
-10.000000	0.288675	4.833333
-10.000000	0.444444	5.000000
-10.000000	0.410613	5.170082
-10.000000	0.314270	5.314270
-10.000000	0.170081	5.410613
-10.000000	-0.000000	5.444445
-10.000000	-0.170082	5.410613
-10.000000	-0.314270	5.314270
-10.000000	-0.410613	5.170082
-10.000000	-0.444444	5.000000
-10.000000	-0.410613	4.829918
-10.000000	-0.314270	4.685730
-10.000000	-0.170081	4.589387
-10.000000	0.000000	4.555555
-10.000000	0.170082	4.589387
-10.000000	0.314270	4.685730
-10.000000	0.410613	4.829919
-10.000000	0.555556	5.000000
-10.000000	0.528365	5.171676
-10.000000	0.449454	5.326548
-10.000000	0.326547	5.449454
-10.000000	0.171676	5.528365
-10.000000	-0.000000	5.555555
-10.000000	-0.171676	5.528365
-10.000000	-0.326547	5.449454
-10.000000	-0.449454	5.326547
-10.000000	-0.528365	5.171676
-10.000000	-0.555556	5.000000
-10.000000	-0.528365	4.828324
-10.000000	-0.449454	4.673452
-10.000000	-0.326547	4.550546
-10.000000	-0.171676	4.471635
-10.000000	0.000000	4.444445
-10.000000	0.171676	4.471635
-10.000000	0.326548	4.550546
-10.000000	0.449454	4.673453
-10.000000	0.528365	4.828324
-10.000000	0.666667	5.000000
-10.000000	0.643951	5.172546
-10.000000	0.577350	5.333333
-10.000000	0.471404	5.471405
-10.000000	0.333333	5.577350
-10.000000	0.172546	5.643950
-10.000000	-0.000000	5.666667
-10.000000	-0.172546	5.643950
-10.000000	-0.333333	5.577350
-10.000000	-0.471405	5.471405
-10.000000	-0.577350	5.333333
-10.000000	-0.643951	5.172546
-10.000000	-0.666667	5.000000
-10.000000	-0.643950	4.827454
-10.000000	-0.577350	4.666667
-10.000000	-0.471404	4.528595
-10.000000	-0.333333	4.422649
-10.000000	-0.172546	4.356050
-10.000000	0.000000	4.333333
-10.000000	0.172546	4.356050
-10.000000	0.333334	4.422650
-10.000000	0.471405	4.528596
-10.000000	0.577350	4.666667
-10.000000	0.643951	4.827455
-10.000000	0.777778	5.000000
-10.000000	0.758277	5.173072
-10.000000	0.700754	5.337465
-10.000000	0.608091	5.484937
-10.000000	0.484936	5.608091
-10.000000	0.337465	5.700754
-10.000000	0.173072	5.758277
-10.000000	-0.000000	5.777778
-10.000000	-0.173072	5.758277
-10.000000	-0.337465	5.700754
-10.000000	-0.484937	5.608091
-10.000000	-0.608091	5.484936
-10.000000	-0.700754	5.337465
-10.000000	-0.758277	5.173071
-10.000000	-0.777778	5.000000
-10.000000	-0.758277	4.826928
-10.000000	-0.700753	4.662535
-10.000000	-0.608091	4.515063
-10.000000	-0.484936	4.391909
-10.000000	-0.337465	4.299246
-10.000000	-0.173071	4.241723
-10.000000	0.000000	4.222222
-10.000000	0.173072	4.241723
-10.000000	0.337465	4.299247
-10.000000	0.484937	4.391909
-10.000000	0.608091	4.515064
-10.000000	0.700754	4.662535
-10.000000	0.758277	4.826929
-10.000000	0.888889	5.000000
-10.000000	0.871809	5.173414
-10.000000	0.821226	5.340163
-10.000000	0.739084	5.493840
-10.000000	0.628539	5.628540
-10.000000	0.493840	5.739084
-10.000000	0.340163	5.821226
